source_sheet,source_row,model_key,equipment_group_rpo,orderable_rpo,ref_rpo,description,row_kind,matched_primary_row_key,match_status,source_detail_raw
Equipment Groups 4,72,corvette,TOM,TOM,,"ZR1X Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler",derived_cross_check,,unmatched_primary_review,"ZR1X Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler"
Equipment Groups 4,73,corvette,EYK,EYK,,Chrome Exterior Badge Package,derived_cross_check,,unmatched_primary_review,Chrome Exterior Badge Package
Equipment Groups 4,74,corvette,R8C,R8C,,"Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN
1. Must also add Ship To BAC 184590 (Dealer code 31-728). Available on SOLD orders only. Not available with LPO wheels.",derived_cross_check,,unmatched_primary_review,"Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN
1. Must also add Ship To BAC 184590 (Dealer code 31-728). Available on SOLD orders only. Not available with LPO wheels."
Equipment Groups 4,75,corvette,PIN,PIN,,"Customer VIN ending reservation
1. This option is subject to restrictions and approval. NOT AVAILABLE on all VINs. Available on SOLD orders only.",derived_cross_check,,unmatched_primary_review,"Customer VIN ending reservation
1. This option is subject to restrictions and approval. NOT AVAILABLE on all VINs. Available on SOLD orders only."
Equipment Groups 4,76,corvette,ETV,ETV,,"Exterior trim, carbon fiber split window trim, painted body-color",derived_cross_check,,unmatched_primary_review,"Exterior trim, carbon fiber split window trim, painted body-color"
Equipment Groups 4,77,corvette,E60,E60,,"Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system",derived_cross_check,,unmatched_primary_review,"Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system"
Equipment Groups 4,78,corvette,,,CFV,"Ground effects, visible carbon fiber",derived_cross_check,,unmatched_primary_review,"Ground effects, visible carbon fiber"
Equipment Groups 4,79,corvette,VK3,VK3,,"License plate bracket, front
1. Will be forced on orders with ship-to states that require a front license plate.",derived_cross_check,,unmatched_primary_review,"License plate bracket, front
1. Will be forced on orders with ship-to states that require a front license plate."
Equipment Groups 4,80,corvette,PCQ,PCQ,,"LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories",derived_cross_check,,unmatched_primary_review,"LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories"
Equipment Groups 4,81,corvette,RWH,RWH,,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory"
Equipment Groups 4,82,corvette,WKR,WKR,,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory
1. Not available with (TOM) ZR1 Carbon Fiber Aero Package.
2. Not available with (TOM) ZR1X Carbon Fiber Aero Package.",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory
1. Not available with (TOM) ZR1 Carbon Fiber Aero Package.
2. Not available with (TOM) ZR1X Carbon Fiber Aero Package."
Equipment Groups 4,83,corvette,RWJ,RWJ,,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory
1. Not available with (TOM) ZR1 Carbon Fiber Aero Package.
2. Not available with (TOM) ZR1X Carbon Fiber Aero Package.",derived_cross_check,,unmatched_primary_review,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory
1. Not available with (TOM) ZR1 Carbon Fiber Aero Package.
2. Not available with (TOM) ZR1X Carbon Fiber Aero Package."
Equipment Groups 4,84,corvette,SB9,SB9,,"NEW!  LPO, Hood and Roof Decal Package, Genuine Corvette Accessory
1. Not available with any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",derived_cross_check,,unmatched_primary_review,"NEW!  LPO, Hood and Roof Decal Package, Genuine Corvette Accessory
1. Not available with any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW)."
Equipment Groups 4,85,corvette,SFZ,SFZ,,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW) or (SB9) Hood and Roof Decal Package LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW) or (SB9) Hood and Roof Decal Package LPO."
Equipment Groups 4,86,corvette,R88,R88,,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory
1. Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",derived_cross_check,,unmatched_primary_review,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory
1. Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW)."
Equipment Groups 4,87,corvette,VTB,VTB,,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory"
Equipment Groups 4,88,corvette,VWE,VWE,,"LPO, Front radiator grille screens, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Front radiator grille screens, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO."
Equipment Groups 4,89,corvette,VWT,VWT,,"LPO, Insect protection grille screen, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Insect protection grille screen, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO."
Equipment Groups 4,90,corvette,5JR,5JR,,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory"
Equipment Groups 4,91,corvette,SDA,SDA,,"LPO, Black recovery hook, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Black recovery hook, Genuine Corvette Accessory"
Equipment Groups 4,92,corvette,SBT,SBT,,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories",derived_cross_check,,unmatched_primary_review,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories"
Equipment Groups 4,93,corvette,RIN,RIN,,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8."
Equipment Groups 4,94,corvette,SL8,SL8,,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN."
Equipment Groups 4,95,corvette,RIK,RIK,,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8."
Equipment Groups 4,96,corvette,SIG,SIG,,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory
1. Requires (T0E) rear spoiler.",derived_cross_check,,unmatched_primary_review,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory
1. Requires (T0E) rear spoiler."
Equipment Groups 4,97,corvette,5ZC,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
Equipment Groups 4,98,corvette,SPZ,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO."
Equipment Groups 4,99,corvette,SFE,SFE,,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels.",derived_cross_check,,unmatched_primary_review,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels."
Equipment Groups 4,100,corvette,SPY,SPY,,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO."
Equipment Groups 4,101,corvette,S47,S47,,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels.",derived_cross_check,,unmatched_primary_review,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels."
Equipment Groups 4,102,corvette,ZYC,ZYC,,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped with T0E standard spoiler), includes (DRG) Carbon Flash Metallic-painted outside mirrors
1. Not available with exterior color (GBA) Black.",derived_cross_check,,unmatched_primary_review,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped with T0E standard spoiler), includes (DRG) Carbon Flash Metallic-painted outside mirrors
1. Not available with exterior color (GBA) Black."
Equipment Groups 4,103,corvette,ERI,ERI,,"Battery Protection Package
1. 12-volt battery.",derived_cross_check,,unmatched_primary_review,"Battery Protection Package
1. 12-volt battery."
Equipment Groups 4,104,corvette,,,C2Z,"Roof panel, visible carbon fiber with body-color surround, removable",derived_cross_check,,unmatched_primary_review,"Roof panel, visible carbon fiber with body-color surround, removable"
Equipment Groups 4,105,corvette,J6B,J6B,,"Calipers, Blue-painted",derived_cross_check,,unmatched_primary_review,"Calipers, Blue-painted"
Equipment Groups 4,106,corvette,J6E,J6E,,"Calipers, Velocity Yellow-painted",derived_cross_check,,unmatched_primary_review,"Calipers, Velocity Yellow-painted"
Equipment Groups 4,107,corvette,J6F,J6F,,"Calipers, Bright Red-painted",derived_cross_check,,unmatched_primary_review,"Calipers, Bright Red-painted"
Equipment Groups 4,108,corvette,J6L,J6L,,"Calipers, Orange-painted",derived_cross_check,,unmatched_primary_review,"Calipers, Orange-painted"
Equipment Groups 4,109,corvette,J6N,J6N,,"Calipers, Edge Red-painted",derived_cross_check,,unmatched_primary_review,"Calipers, Edge Red-painted"
Equipment Groups 4,110,corvette,J6O,J6O,,"Calipers, Bronze-painted",derived_cross_check,,unmatched_primary_review,"Calipers, Bronze-painted"
Equipment Groups 4,111,corvette,FE9,FE9,,"Emissions, Federal requirements, 50-state certified",derived_cross_check,,unmatched_primary_review,"Emissions, Federal requirements, 50-state certified"
Equipment Groups 4,112,corvette,YF5,YF5,,"Emissions, California state requirements, 50-state certified",derived_cross_check,,unmatched_primary_review,"Emissions, California state requirements, 50-state certified"
Equipment Groups 4,113,corvette,DUE,DUE,,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",derived_cross_check,,unmatched_primary_review,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
Equipment Groups 4,114,corvette,NE1,NE1,,"Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements",derived_cross_check,,unmatched_primary_review,"Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements"
Equipment Groups 4,115,corvette,DUK,DUK,,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",derived_cross_check,,unmatched_primary_review,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
