source_sheet,source_row,guide_family,model_key,model_key_confidence,source_field,raw_text,phrase_type,extracted_rpos,confidence,review_status,notes
Exterior 3,65,corvette,z06,high,description,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Tech Bronze forged aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ. Included with (PCZ) Tech Bronze Accent Package, LPO.",included_with,LPO|PCZ|R8C|ROY|ROZ|S47|SFE|SPY|SPZ|STZ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,65,corvette,z06,high,description,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Tech Bronze forged aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ. Included with (PCZ) Tech Bronze Accent Package, LPO.",not_available_with,LPO|PCZ|R8C|ROY|ROZ|S47|SFE|SPY|SPZ|STZ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,66,corvette,z06,high,description,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped), includes (DRG) Carbon Flash Metallic-painted outside mirrors
1. Not available with exterior color (GBA) Black.",not_available_with,DRG|GBA,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,67,corvette,z06,high,description,"Mirrors, outside, Carbon Flash Metallic-painted
1. Included and only available with (ZYC) Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped) or (5JR) outside mirror covers in visible Carbon Fiber, LPO.",only_available_with,5JR|LPO|ZYC,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,73,corvette,z06,high,description,"Roof panel, electrochromic dimming, removable
1. Not available at start of production. Not available with any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,78,corvette,z06,high,description,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR|NEW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,79,corvette,z06,high,description,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,80,corvette,z06,high,description,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,81,corvette,z06,high,description,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,82,corvette,z06,high,description,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",not_available_with,G26,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,83,corvette,z06,high,description,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,85,corvette,z06,high,description,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,87,corvette,z06,high,description,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",not_available_with,G26,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,88,corvette,z06,high,description,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,90,corvette,z06,high,description,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,91,corvette,z06,high,description,"Carbon Flash/Edge Red Stinger Stripe
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,93,corvette,z06,high,description,"Carbon Flash/Competition Yellow Stinger Stripe
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,95,corvette,z06,high,description,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance
1. Included and only available with (Z07) Z07 Performance Package.",only_available_with,275|345|Z07,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,101,corvette,z06,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,102,corvette,z06,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 3,103,corvette,z06,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,10,corvette,,needs_review,description,"Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN
1. Must also add Ship To BAC 184590 (Dealer code 31-728). Available on SOLD orders only. Not available with LPO wheels.",not_available_with,728|BAC|CFX|LPO|VIN,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,18,corvette,,needs_review,description,"Headlamp control, automatic leveling system
1. Included and only available with (E60) front lift adjustable height.",only_available_with,E60,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,21,corvette,,needs_review,description,"License plate bracket, front
1. Will be forced on orders with ship-to states that require a front license plate.",requires,,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,24,corvette,,needs_review,description,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory
1. Not available with (TOM) ZR1 Carbon Fiber Aero Package.
2. Not available with (TOM) ZR1X Carbon Fiber Aero Package.",not_available_with,GT3|LPO|TOM|ZR1,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,25,corvette,,needs_review,description,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory
1. Not available with (TOM) ZR1 Carbon Fiber Aero Package.
2. Not available with (TOM) ZR1X Carbon Fiber Aero Package.",not_available_with,LPO|TOM|ZR1,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,26,corvette,,needs_review,description,"NEW!  LPO, Hood and Roof Decal Package, Genuine Corvette Accessory
1. Not available with any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|LPO|NEW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,27,corvette,,needs_review,description,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW) or (SB9) Hood and Roof Decal Package LPO.",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|EYK|LPO|SB9|Z06|ZR1,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,28,corvette,,needs_review,description,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory
1. Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",not_available_with,DPB|DPC|DPG|DPL|DPT|DSY|DSZ|DT0|DTB|DTH|DUB|DUE|DUK|DUW|EYK|LPO|SFZ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,30,corvette,,needs_review,description,"LPO, Front radiator grille screens, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO.",included_with,LPO|PCQ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,31,corvette,,needs_review,description,"LPO, Insect protection grille screen, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO.",included_with,LPO|PCQ,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,35,corvette,,needs_review,description,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8.",not_available_with,LPO|RIK|SL8,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,36,corvette,,needs_review,description,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN.",not_available_with,LPO|RIK|RIN,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,37,corvette,,needs_review,description,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8.",not_available_with,LPO|RIN|SL8,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,38,corvette,,needs_review,description,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory
1. Requires (T0E) rear spoiler.",requires,LPO|T0E,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,40,corvette,,needs_review,description,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",requires,LPO|SPY,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,41,corvette,,needs_review,description,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels.",not_available_with,LPO|SPY|SU1,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,42,corvette,,needs_review,description,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",not_available_with,LPO|S47,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,43,corvette,,needs_review,description,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels.",not_available_with,LPO|SPY|SU1,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,44,corvette,,needs_review,description,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped with T0E standard spoiler), includes (DRG) Carbon Flash Metallic-painted outside mirrors
1. Not available with exterior color (GBA) Black.",not_available_with,DRG|GBA|T0E,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,45,corvette,,needs_review,description,"Mirrors, outside, Carbon Flash Metallic-painted
1. Included and only available with (ZYC) Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped) or (5JR) outside mirror covers in visible Carbon Fiber, LPO.",only_available_with,5JR|LPO|ZYC,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,53,corvette,,needs_review,description,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR|NEW,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,54,corvette,,needs_review,description,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,55,corvette,,needs_review,description,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,56,corvette,,needs_review,description,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,57,corvette,,needs_review,description,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",not_available_with,G26,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,58,corvette,,needs_review,description,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,60,corvette,,needs_review,description,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
Exterior 4,61,corvette,,needs_review,description,"Electric Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
